                               Game of the Rope - Description of the internal state

Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5     Trial    
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 24
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 24
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 24
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 24
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 24
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 24
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 24
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 24
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 36 36 36 . 36 36 36 01 --
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 36 36 36 01 --
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
EOG   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
Game 11 was won by team 2 by knock out in 1 trials.
SOG   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
Game 12 
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5     Trial    
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
SOG   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 35 35 35 . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 35 35 35 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 35 35 35 01 26
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 35 35 35 01 26
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 35 35 35 01 26
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 35 35 35 01 26
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 35 35 35 01 26
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 35 35 35 01 26
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 26
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
EOG   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
Game 12 was won by team 2 by knock out in 1 trials.
SOG   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
Game 13 
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5     Trial    
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . 34 34 34 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . - - - 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . - - - 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . - - - 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . - - - 01 27
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . - - - 01 27
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . - - - 01 27
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 34 34 34 . - - - 01 27
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 27
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 27
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
EOG   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
Game 13 was won by team 2 by knock out in 1 trials.
SOG   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
Game 14 
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5     Trial    
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
SOG   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
SOG   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 33 33 33 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 00
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 00
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 00
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 00
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 00
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 33 33 33 . 33 33 33 01 00
